learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber,nodeRecommendationID
1,4,0,0.238,0.877,0.163,0.962708,0
1,4,2,0.238,0.877,0.163,0.286957,1
1,4,3,0.238,0.877,0.163,0.188293,2
2,8,5,0.201,0.881,0.16,0.940979,0
3,10,2,0.215,0.875,0.15,0.590179,0
3,10,4,0.215,0.875,0.15,0.104309,4
4,13,7,0.229,0.865,0.154,0.189728,0
4,13,11,0.229,0.865,0.154,0.490936,4
6,19,13,0.22,0.863,0.181,0.965668,0
7,8,5,0.209,0.866,0.153,0.153687,0
8,10,6,0.223,0.887,0.165,0.012848,0
8,10,9,0.223,0.887,0.165,0.460724,4
10,7,0,0.2,0.876,0.158,0.255737,0
10,7,4,0.2,0.876,0.158,0.305389,4
10,7,5,0.2,0.876,0.158,0.396729,8
