learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber
1,4,0,0.238,0.877,0.163,0.131744
1,4,0,0.238,0.877,0.163,0.962708
1,4,1,0.238,0.877,0.163,0.476288
1,4,2,0.238,0.877,0.163,0.033936
1,4,2,0.238,0.877,0.163,0.286957
1,4,2,0.238,0.877,0.163,0.634155
1,4,3,0.238,0.877,0.163,0.188477
1,4,3,0.238,0.877,0.163,0.188293
1,4,3,0.238,0.877,0.163,0.043671
1,4,3,0.238,0.877,0.163,0.154388
2,8,0,0.201,0.881,0.16,0.774994
2,8,1,0.201,0.881,0.16,0.569885
2,8,2,0.201,0.881,0.16,0.518951
2,8,3,0.201,0.881,0.16,0.429352
2,8,4,0.201,0.881,0.16,0.909271
2,8,5,0.201,0.881,0.16,0.076874
2,8,5,0.201,0.881,0.16,0.940979
2,8,6,0.201,0.881,0.16,0.887665
2,8,7,0.201,0.881,0.16,0.230225
3,10,0,0.215,0.875,0.15,0.79422
3,10,1,0.215,0.875,0.15,0.383789
3,10,2,0.215,0.875,0.15,0.208984
3,10,2,0.215,0.875,0.15,0.590179
3,10,2,0.215,0.875,0.15,0.393188
3,10,3,0.215,0.875,0.15,0.580658
3,10,4,0.215,0.875,0.15,0.022797
3,10,4,0.215,0.875,0.15,0.104309
3,10,4,0.215,0.875,0.15,0.749969
3,10,5,0.215,0.875,0.15,0.294281
3,10,6,0.215,0.875,0.15,0.79425
3,10,7,0.215,0.875,0.15,0.221619
3,10,8,0.215,0.875,0.15,0.662109
3,10,9,0.215,0.875,0.15,0.713989
4,13,0,0.229,0.865,0.154,0.873627
4,13,1,0.229,0.865,0.154,0.632294
4,13,2,0.229,0.865,0.154,0.38266
4,13,3,0.229,0.865,0.154,0.455627
4,13,4,0.229,0.865,0.154,0.416656
4,13,5,0.229,0.865,0.154,0.748962
4,13,6,0.229,0.865,0.154,0.720306
4,13,7,0.229,0.865,0.154,0.06369
4,13,7,0.229,0.865,0.154,0.189728
4,13,7,0.229,0.865,0.154,0.927124
4,13,8,0.229,0.865,0.154,0.854584
4,13,9,0.229,0.865,0.154,0.911743
4,13,10,0.229,0.865,0.154,0.782257
4,13,11,0.229,0.865,0.154,0.146545
4,13,11,0.229,0.865,0.154,0.490936
4,13,11,0.229,0.865,0.154,0.3685
4,13,12,0.229,0.865,0.154,0.333588
