learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),rr,fr,sr,rating,ratingCode
1,4,0,0.238,0.877,0.163,0.609222412,N/A,N/A,N/A,No Recommendation Request
1,4,1,0.238,0.877,0.163,0.116577148,0.236785889,0.234466553,N/A,No Rating Submission
1,4,2,0.238,0.877,0.163,0.235717773,0.02822876,0.453369141,N/A,No Rating Submission
1,4,3,0.238,0.877,0.163,0.312561035,N/A,N/A,N/A,No Recommendation Request
2,8,0,0.201,0.881,0.16,0.336883545,N/A,N/A,N/A,No Recommendation Request
2,8,1,0.201,0.881,0.16,0.040374756,0.365509033,0.76763916,N/A,No Rating Submission
2,8,2,0.201,0.881,0.16,0.928222656,N/A,N/A,N/A,No Recommendation Request
2,8,3,0.201,0.881,0.16,0.497070313,N/A,N/A,N/A,No Recommendation Request
2,8,4,0.201,0.881,0.16,0.387481689,N/A,N/A,N/A,No Recommendation Request
2,8,5,0.201,0.881,0.16,0.76852417,N/A,N/A,N/A,No Recommendation Request
2,8,6,0.201,0.881,0.16,0.830200195,N/A,N/A,N/A,No Recommendation Request
2,8,7,0.201,0.881,0.16,0.251464844,N/A,N/A,N/A,No Recommendation Request
3,10,0,0.215,0.875,0.15,0.754089355,N/A,N/A,N/A,No Recommendation Request
3,10,1,0.215,0.875,0.15,0.461639404,N/A,N/A,N/A,No Recommendation Request
3,10,2,0.215,0.875,0.15,0.470611572,N/A,N/A,N/A,No Recommendation Request
3,10,3,0.215,0.875,0.15,0.993164063,N/A,N/A,N/A,No Recommendation Request
3,10,4,0.215,0.875,0.15,0.24005127,N/A,N/A,N/A,No Recommendation Request
3,10,5,0.215,0.875,0.15,0.518096924,N/A,N/A,N/A,No Recommendation Request
3,10,6,0.215,0.875,0.15,0.155334473,0.913391113,N/A,N/A,No Recommendation Follow
3,10,7,0.215,0.875,0.15,0.660888672,N/A,N/A,N/A,No Recommendation Request
3,10,8,0.215,0.875,0.15,0.207855225,0.59564209,0.83883667,N/A,No Rating Submission
3,10,9,0.215,0.875,0.15,0.445220947,N/A,N/A,N/A,No Recommendation Request
4,13,0,0.229,0.865,0.154,0.010223389,0.569915771,0.420379639,N/A,No Rating Submission
4,13,1,0.229,0.865,0.154,0.572937012,N/A,N/A,N/A,No Recommendation Request
4,13,2,0.229,0.865,0.154,0.93838501,N/A,N/A,N/A,No Recommendation Request
4,13,3,0.229,0.865,0.154,0.169372559,0.678070068,0.504974365,N/A,No Rating Submission
